Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1864,90,RL,67.0,7976,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,2Story,7,5,2000,2000,Hip,CompShg,VinylSd,VinylSd,BrkFace,23.0,TA,TA,PConc,Ex,TA,No,GLQ,820.0,Unf,0.0,348.0,1168.0,GasA,Ex,Y,SBrkr,1168,1619,0,2787,2.0,0.0,4,2,6,2,TA,8,Typ,2,TA,BuiltIn,2000.0,Fin,4.0,820.0,TA,TA,Y,312,0,0,0,0,0,Missing,Missing,Missing,0,10,2009,WD,Normal,293175.9499965708
1865,20,RL,84.0,10933,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,5,2009,2009,Hip,CompShg,VinylSd,VinylSd,Stone,242.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1021.0,Unf,0.0,534.0,1555.0,GasA,Ex,Y,SBrkr,1680,0,0,1680,1.0,0.0,1,1,1,1,Ex,8,Typ,1,Gd,Attchd,2009.0,Fin,3.0,1138.0,TA,TA,Y,185,24,0,0,0,0,Missing,Missing,Missing,0,7,2009,New,Partial,358028.051341565
1866,20,RL,65.0,10816,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,364.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1104.0,Unf,0.0,616.0,1720.0,GasA,Ex,Y,SBrkr,1720,0,0,1720,1.0,0.0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,2008.0,RFn,3.0,846.0,TA,TA,Y,208,104,0,0,0,0,Missing,Missing,Missing,0,11,2009,WD,Normal,364192.12954120827
1867,20,RL,71.0,9178,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1468.0,1468.0,GasA,Ex,Y,SBrkr,1468,0,0,1468,0.0,0.0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2008.0,RFn,3.0,904.0,TA,TA,Y,192,142,0,0,0,0,Missing,Missing,Missing,0,6,2009,WD,Normal,237134.5778278706
1868,20,RL,77.0,11422,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,352.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1359.0,Unf,0.0,479.0,1838.0,GasA,Ex,Y,SBrkr,1838,0,0,1838,1.0,0.0,2,0,3,1,Gd,7,Typ,2,Gd,Attchd,2007.0,RFn,2.0,524.0,TA,TA,Y,154,222,0,0,0,0,Missing,Missing,Missing,0,4,2009,WD,Normal,278081.4639075014
1869,20,RL,64.0,6762,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,902.0,Unf,0.0,380.0,1282.0,GasA,Ex,Y,SBrkr,1290,0,0,1290,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2007.0,RFn,2.0,662.0,TA,TA,Y,168,0,0,0,0,0,Missing,Missing,Missing,0,5,2009,WD,Normal,218365.74558734987
1870,20,RL,95.0,10324,Pave,Missing,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,140.0,Gd,TA,PConc,Gd,TA,Av,GLQ,872.0,Unf,0.0,382.0,1254.0,GasA,Ex,Y,SBrkr,1254,0,0,1254,1.0,0.0,2,0,2,1,Gd,5,Typ,0,Missing,Attchd,2008.0,RFn,3.0,810.0,TA,TA,Y,168,92,0,0,0,0,Missing,Missing,Missing,0,3,2009,WD,Normal,243026.35297049338
1871,20,RL,78.0,11645,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,24.0,Unf,0.0,1474.0,1498.0,GasA,Ex,Y,SBrkr,1498,0,0,1498,0.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2005.0,Fin,3.0,844.0,TA,TA,Y,144,98,0,0,0,0,Missing,Missing,Missing,0,3,2009,WD,Normal,253784.63883705135
1872,60,RL,79.0,11646,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,704.0,704.0,GasA,Ex,Y,SBrkr,704,718,0,1422,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2005.0,Fin,2.0,440.0,TA,TA,Y,36,28,0,0,0,0,Missing,Missing,Missing,0,7,2009,WD,Normal,183785.96779452567
1873,60,RL,67.0,16698,Pave,Missing,IR1,HLS,AllPub,CulDSac,Mod,ClearCr,Norm,Norm,1Fam,2Story,7,5,1992,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,800.0,Unf,0.0,649.0,1449.0,GasA,Gd,Y,SBrkr,944,815,0,1759,1.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1992.0,Unf,2.0,525.0,TA,TA,Y,150,193,0,0,0,0,Missing,Missing,Missing,0,6,2009,WD,Normal,232166.46489749616
1874,20,RL,65.0,9757,Pave,Missing,Reg,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,7,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,TA,TA,No,ALQ,755.0,Unf,0.0,235.0,990.0,GasA,Ex,Y,SBrkr,990,0,0,990,1.0,0.0,1,0,3,1,TA,5,Typ,0,Missing,Attchd,1995.0,RFn,1.0,440.0,TA,TA,Y,66,0,0,0,92,0,Missing,Missing,Missing,0,10,2009,WD,Normal,130005.82991196052
1875,20,RL,65.0,14753,Pave,Missing,IR2,Low,AllPub,Inside,Gtl,CollgCr,PosN,Norm,1Fam,1Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,950.0,Unf,0.0,513.0,1463.0,GasA,Ex,Y,SBrkr,1463,0,0,1463,1.0,0.0,2,0,3,1,TA,5,Typ,0,Missing,Attchd,1998.0,Fin,2.0,539.0,TA,TA,Y,0,81,0,0,0,0,Missing,GdPrv,Missing,0,12,2009,WD,Normal,203542.9963170956
1876,60,RL,70.0,8750,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,TA,TA,PConc,Gd,TA,No,GLQ,606.0,Unf,0.0,322.0,928.0,GasA,Ex,Y,SBrkr,928,844,0,1772,1.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1998.0,RFn,2.0,492.0,TA,TA,Y,150,96,0,0,0,0,Missing,Missing,Missing,0,4,2009,WD,Normal,209030.98763653566
1877,20,RL,65.0,10739,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,Gd,TA,PConc,Gd,TA,No,GLQ,1259.0,Unf,0.0,172.0,1431.0,GasA,Ex,Y,SBrkr,1444,0,0,1444,1.0,0.0,2,0,3,1,Gd,6,Typ,0,Missing,Attchd,2002.0,RFn,2.0,577.0,TA,TA,Y,144,40,0,0,0,0,Missing,Missing,Missing,0,4,2009,WD,Normal,224229.0590926808
1878,20,RL,75.0,11166,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,180.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,24.0,Unf,0.0,1468.0,1492.0,GasA,Ex,Y,SBrkr,1492,0,0,1492,0.0,0.0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,2001.0,RFn,2.0,608.0,TA,TA,Y,0,114,0,0,168,0,Missing,Missing,Missing,0,7,2009,WD,Family,220432.30651892512
1879,20,RL,67.0,16269,Pave,Missing,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1978,1978,Gable,CompShg,MetalSd,MetalSd,BrkFace,76.0,TA,TA,BrkTil,Gd,TA,Av,GLQ,625.0,Unf,0.0,282.0,907.0,GasA,TA,Y,SBrkr,907,0,0,907,0.0,0.0,1,0,3,1,TA,5,Typ,0,Missing,Attchd,1978.0,Unf,1.0,343.0,TA,TA,Y,72,0,0,0,0,0,Missing,MnPrv,Missing,0,7,2009,WD,Normal,117038.20341473026
1880,20,RL,76.0,6950,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1979,1979,Gable,CompShg,HdBoard,HdBoard,BrkFace,40.0,TA,TA,CBlock,TA,TA,No,ALQ,710.0,BLQ,72.0,132.0,914.0,GasA,TA,Y,SBrkr,914,0,0,914,1.0,0.0,1,0,2,1,TA,5,Typ,0,Missing,Attchd,1979.0,Unf,2.0,444.0,TA,TA,Y,0,0,0,0,0,0,Missing,Missing,Missing,0,10,2009,WD,Normal,139265.1100410656
1881,20,RL,90.0,11664,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1234.0,Unf,0.0,335.0,1569.0,GasA,Ex,Y,SBrkr,1611,0,0,1611,1.0,0.0,2,0,3,1,Gd,6,Typ,0,Missing,Attchd,2002.0,RFn,3.0,1231.0,TA,TA,Y,262,93,0,0,0,0,Missing,Missing,Missing,0,9,2009,WD,Normal,248038.58314010245
1882,60,RL,67.0,12334,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,198.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1068.0,1068.0,GasA,Ex,Y,SBrkr,1068,1116,0,2184,0.0,0.0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,2003.0,RFn,2.0,570.0,TA,TA,Y,192,132,0,0,0,0,Missing,Missing,Missing,0,6,2009,WD,Normal,252374.40186466696
1883,60,RL,70.0,8749,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,Missing,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,840.0,840.0,GasA,Ex,Y,SBrkr,840,885,0,1725,0.0,0.0,2,1,3,1,Gd,6,Typ,0,Missing,Attchd,2002.0,RFn,2.0,550.0,TA,TA,Y,0,48,0,0,0,0,Missing,Missing,Missing,0,11,2009,WD,Normal,198574.8717303289
1884,60,RL,67.0,11250,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,944.0,944.0,GasA,Ex,Y,SBrkr,944,926,0,1870,0.0,0.0,2,1,3,1,Gd,6,Typ,0,Missing,Attchd,2001.0,RFn,2.0,608.0,TA,TA,Y,256,43,0,0,0,0,Missing,Missing,Missing,0,5,2009,WD,Normal,206998.78024284192
1885,20,RL,90.0,15750,Pave,Missing,Reg,Lvl,AllPub,FR3,Gtl,CollgCr,Feedr,Norm,1Fam,1Story,8,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,260.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1246.0,Unf,0.0,216.0,1462.0,GasA,Ex,Y,SBrkr,1513,0,0,1513,1.0,0.0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1999.0,Fin,2.0,521.0,TA,TA,Y,135,34,0,0,0,0,Missing,Missing,Missing,0,6,2009,WD,Normal,229597.420627426
1886,20,RL,67.0,12782,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2002,2003,Hip,CompShg,HdBoard,HdBoard,BrkFace,164.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1360.0,Unf,0.0,462.0,1822.0,GasA,Ex,Y,SBrkr,1828,0,0,1828,1.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2002.0,Fin,2.0,523.0,TA,TA,Y,194,144,0,0,0,0,Missing,Missing,Missing,0,6,2009,WD,Normal,267197.7071857046
1887,20,RL,70.0,8750,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,209.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1111.0,Unf,0.0,306.0,1417.0,GasA,Ex,Y,SBrkr,1417,0,0,1417,1.0,0.0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,1997.0,Unf,2.0,511.0,TA,TA,Y,60,0,0,0,117,0,Missing,Missing,Missing,0,8,2009,WD,Normal,225438.31912665337
1888,20,RL,85.0,10200,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,180.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1478.0,Unf,0.0,100.0,1578.0,GasA,Ex,Y,SBrkr,1602,0,0,1602,1.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2007.0,RFn,3.0,810.0,TA,TA,Y,0,48,0,0,195,0,Missing,Missing,Missing,0,1,2009,WD,Normal,268287.02482086164
1889,60,RL,85.0,11069,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,608.0,608.0,GasA,Ex,Y,SBrkr,608,788,0,1396,0.0,0.0,2,1,3,1,Gd,6,Typ,1,Gd,BuiltIn,2007.0,Fin,2.0,440.0,TA,TA,Y,100,36,0,0,0,0,Missing,Missing,Missing,0,7,2009,WD,Normal,181227.4793038743
1890,20,RL,80.0,10682,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1960,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,399.0,Unf,0.0,615.0,1014.0,GasA,TA,Y,SBrkr,1149,0,0,1149,1.0,0.0,1,0,3,1,TA,7,Min1,0,Missing,2Types,1968.0,Fin,1.0,544.0,TA,TA,Y,0,240,0,0,0,0,Missing,MnPrv,Missing,0,7,2009,WD,Normal,78632.61519059585
1891,180,RM,35.0,3675,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SFoyer,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,80.0,TA,TA,Wood,Gd,TA,Gd,GLQ,547.0,Unf,0.0,0.0,547.0,GasA,Gd,Y,SBrkr,1072,0,0,1072,1.0,0.0,1,0,2,1,TA,5,Typ,0,Missing,Basment,2005.0,Fin,2.0,525.0,TA,TA,Y,0,28,0,0,0,0,Missing,Missing,Missing,0,4,2009,WD,Normal,137326.94413836987
1892,20,RL,64.0,6410,Pave,Missing,Reg,HLS,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,4,5,1959,1959,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,332.0,Rec,243.0,301.0,876.0,GasA,TA,Y,FuseA,876,0,0,876,0.0,0.0,1,0,3,1,TA,5,Typ,0,Missing,Detchd,1959.0,Unf,1.0,320.0,TA,TA,Y,0,0,0,0,0,0,Missing,MnPrv,Missing,0,3,2009,WD,Normal,86413.74327949609
1893,20,RL,70.0,11767,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Fa,TA,Mn,Rec,1078.0,Unf,0.0,0.0,1078.0,GasA,TA,Y,FuseA,1368,0,0,1368,1.0,0.0,1,0,3,1,TA,6,Min1,0,Missing,Attchd,1950.0,RFn,1.0,195.0,TA,TA,Y,0,41,211,0,0,0,Missing,Missing,Shed,900,6,2009,WD,Normal,122310.43785216555
1894,90,RL,65.0,10926,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,5,1959,1959,Hip,CompShg,VinylSd,VinylSd,BrkFace,74.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1678.0,1678.0,GasA,TA,Y,SBrkr,1678,0,0,1678,0.0,0.0,2,0,6,2,TA,10,Typ,0,Missing,Missing,1979.0,Missing,0.0,0.0,Missing,Missing,Y,0,0,0,0,0,0,Missing,Missing,Missing,0,8,2009,WD,Normal,124433.79279322329
1895,20,RL,70.0,11767,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,HdBoard,HdBoard,BrkFace,259.0,TA,TA,CBlock,TA,TA,No,Rec,546.0,Unf,0.0,604.0,1150.0,GasA,Ex,Y,SBrkr,1560,0,0,1560,0.0,0.0,1,0,2,1,TA,7,Min1,1,TA,Attchd,1956.0,Unf,1.0,313.0,TA,TA,Y,0,0,0,0,0,0,Missing,Missing,Missing,0,5,2009,WD,Normal,139389.82068671833
1896,50,RL,45.0,8212,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,626.0,Unf,0.0,94.0,720.0,GasA,Ex,Y,SBrkr,854,444,0,1298,0.0,0.0,1,0,3,1,TA,6,Typ,2,Gd,Detchd,1940.0,Unf,1.0,256.0,TA,TA,Y,84,0,0,0,0,0,Missing,Missing,Missing,0,9,2009,WD,Normal,135379.75655347947
1897,50,RH,70.0,6300,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,4,1938,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,88.0,TA,TA,PConc,TA,Fa,No,LwQ,832.0,Unf,0.0,0.0,832.0,GasA,TA,Y,SBrkr,832,436,0,1268,0.0,0.0,1,1,3,1,TA,7,Typ,2,Gd,Basment,1938.0,Unf,1.0,250.0,TA,TA,Y,0,0,55,0,0,0,Missing,Missing,Missing,0,7,2009,WD,Abnorml,106483.08608806005
1898,70,RL,43.0,5707,Pave,Missing,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,6,6,1935,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,583.0,583.0,GasA,Gd,Y,FuseF,647,595,0,1242,0.0,0.0,1,1,3,1,TA,6,Typ,1,Gd,Detchd,1926.0,Unf,1.0,180.0,Fa,TA,Y,329,96,0,0,0,0,Missing,Missing,Missing,0,3,2009,WD,Normal,107086.91973635077
1899,30,RL,64.0,8574,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,8,1916,2000,Gable,CompShg,Stucco,Stucco,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,816.0,816.0,GasA,Ex,Y,SBrkr,1232,0,0,1232,0.0,0.0,1,0,3,1,Gd,6,Typ,1,Gd,Detchd,1916.0,Unf,2.0,440.0,TA,TA,Y,0,0,180,0,0,0,Missing,Missing,Missing,0,10,2009,WD,Normal,167284.73198906332
1900,70,RL,53.0,7155,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,8,1918,1990,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,Mn,Unf,0.0,Unf,0.0,600.0,600.0,GasA,Ex,Y,SBrkr,628,600,0,1228,0.0,0.0,1,0,3,1,TA,6,Typ,1,Gd,Detchd,1918.0,Unf,1.0,215.0,Fa,TA,Y,0,113,0,0,195,0,Missing,MnPrv,Missing,0,5,2009,WD,Normal,140422.20832433458
1901,50,RL,60.0,13680,Pave,Missing,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,728.0,Unf,0.0,112.0,840.0,GasA,Ex,Y,SBrkr,840,727,0,1567,1.0,0.0,1,1,2,1,TA,6,Min2,2,TA,Detchd,1961.0,Unf,2.0,440.0,TA,TA,Y,0,21,150,0,0,0,Missing,GdPrv,Missing,0,2,2009,WD,Normal,159085.15370787133
1902,20,RL,80.0,14680,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,4,1960,1960,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,793.0,Unf,0.0,480.0,1273.0,GasA,Ex,Y,SBrkr,1273,0,0,1273,0.0,0.0,1,0,2,1,TA,5,Typ,0,Missing,Attchd,1960.0,Unf,1.0,307.0,TA,TA,Y,483,0,0,0,115,0,Missing,MnPrv,Missing,0,6,2009,WD,Normal,134961.20335342037
1903,90,RL,67.0,8145,Pave,Missing,IR1,HLS,AllPub,Corner,Gtl,Crawfor,Norm,Norm,Duplex,2.5Unf,7,6,1940,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,246.0,Unf,0.0,674.0,920.0,GasA,Ex,Y,SBrkr,1240,1240,0,2480,0.0,0.0,2,1,5,2,TA,13,Typ,2,Gd,Detchd,1940.0,Unf,2.0,400.0,TA,TA,Y,0,0,57,0,0,0,Missing,Missing,Missing,0,7,2009,WD,Normal,217308.4552745031
1904,20,RL,70.0,9100,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Feedr,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,Gd,BrkTil,TA,TA,Mn,Rec,154.0,ALQ,694.0,264.0,1112.0,GasA,Ex,Y,SBrkr,1112,0,0,1112,1.0,0.0,1,0,2,1,TA,6,Typ,1,Gd,Attchd,1954.0,Unf,1.0,390.0,TA,TA,Y,0,0,0,0,0,0,Missing,MnPrv,Missing,0,10,2009,WD,Family,118909.59311166266
1905,20,RL,90.0,13339,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,6,1960,1960,Gable,CompShg,HdBoard,Plywood,Stone,132.0,TA,TA,CBlock,TA,TA,No,LwQ,65.0,BLQ,875.0,621.0,1561.0,GasA,TA,Y,SBrkr,1561,0,0,1561,1.0,0.0,2,0,3,1,TA,6,Typ,1,Gd,Attchd,1960.0,Fin,2.0,463.0,TA,TA,Y,0,148,0,0,120,0,Missing,Missing,Missing,0,5,2009,WD,Normal,195308.75851222838
1906,50,RL,78.0,15600,Pave,Missing,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,7,1949,2005,Gable,CompShg,BrkComm,Brk Cmn,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,312.0,Rec,507.0,248.0,1067.0,GasW,Fa,N,SBrkr,986,537,0,1523,1.0,0.0,2,0,3,1,Fa,7,Maj2,1,TA,Attchd,1949.0,Unf,1.0,295.0,TA,TA,Y,0,0,81,0,0,0,Missing,Missing,Missing,0,10,2009,WD,Normal,125023.54406119674
1907,20,RL,100.0,17500,Pave,Missing,Reg,Bnk,AllPub,Corner,Mod,Crawfor,PosA,Norm,1Fam,1Story,6,5,1954,1954,Gable,CompShg,HdBoard,HdBoard,Stone,420.0,TA,TA,PConc,TA,TA,Av,LwQ,784.0,BLQ,435.0,91.0,1310.0,GasA,Ex,Y,SBrkr,1906,0,0,1906,1.0,0.0,1,1,3,1,TA,6,Typ,2,Gd,Basment,1954.0,Unf,2.0,576.0,TA,TA,Y,0,201,0,0,0,0,Missing,Missing,Missing,0,1,2009,WD,Normal,195568.6511519415
1908,160,RM,24.0,1733,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,Twnhs,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,516.0,516.0,GasA,TA,Y,SBrkr,516,516,0,1032,0.0,0.0,1,0,2,1,TA,5,Typ,1,TA,Detchd,1980.0,Unf,2.0,452.0,TA,TA,Y,279,0,0,0,0,0,Missing,GdPrv,Missing,0,5,2009,WD,Normal,109787.17713121627
1909,160,RM,24.0,1488,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,TwnhsE,2Story,6,6,1980,1992,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,Gd,TA,Mn,ALQ,471.0,Unf,0.0,90.0,561.0,GasA,TA,Y,SBrkr,561,668,0,1229,1.0,0.0,1,1,2,1,Gd,5,Typ,1,TA,Attchd,1980.0,Fin,2.0,462.0,TA,TA,Y,176,0,0,0,0,0,Missing,GdPrv,Missing,0,10,2009,WD,Normal,143461.53394088137
